mic_pair,tdoa_seconds,doa_deg,confidence
mic_1_mic_2,4.1666666666666665e-05,81.78334347770748,0.3033978197152919
mic_1_mic_3,0.00010416666666666666,69.06603913226262,0.3299971864148568
mic_1_mic_4,0.00014583333333333332,59.9862158201803,0.33306859034540537
mic_2_mic_3,4.1666666666666665e-05,81.78334347770748,0.3224794500019543
mic_2_mic_4,8.333333333333333e-05,73.39133264371452,0.3034288731300167
mic_3_mic_4,4.1666666666666665e-05,81.78334347770748,0.32856547223131277
